method,sigma_pb,dsigma_stat_pb,dsigma_lumi_pb,dsigma_mass_window_pb,dsigma_isolation_pb
none,2203.0683107800855,0.506268505936474,37.452161283261454,0.6289166510719042,9.2587910913212
wrong_flavour,2199.715447045948,0.506268505936474,37.39516259978112,1.1159442702742126,8.808177490974685
wrong_charge,2178.72146612689,0.506268505936474,37.03826492415713,1.0676066421196992,8.809725858490765
both_average,2189.218456586419,0.506268505936474,37.216713761969125,1.091775456196956,8.808951674732725
