Step,Data,Signal,Background,S/B,Data/MC
Baseline,3104.0,10.176156682601484,328.04494270365177,0.03102061747616816,9.17742862770128
Mass window,754.0,1.7633415935586398,71.7674142589492,0.0245702260805468,10.254212557156572
Iso only,1566.0,10.176156682601484,322.1464943119953,0.03158859979008801,4.712287878401228
Mass + Iso,343.0,1.7633415935586398,68.1580194572335,0.02587137372242848,4.905510917483981
