Step,Data,Signal,Background,S/B,Data/MC
Baseline,17703.0,9329.521220730929,7599.466104139902,1.2276548237577583,1.0457211444651533
Mass window,9183.0,8260.375446419128,2240.8462311377116,3.6862750025579443,0.8744696838107764
Iso only,10703.0,8911.391265781447,2748.7113686084526,3.2420251058563774,0.9179164485596333
Mass + Iso,7310.0,8034.919611694737,654.6928808448713,12.272807367823818,0.8412342905136376
